HGNC ID	Approved symbol	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:37784	GAPDHP32	glyceraldehyde 3 phosphate dehydrogenase pseudogene 32	ENSG00000226443
HGNC:37785	GAPDHP33	glyceraldehyde 3 phosphate dehydrogenase pseudogene 33	ENSG00000240244
HGNC:37786	GAPDHP34	glyceraldehyde 3 phosphate dehydrogenase pseudogene 34	ENSG00000235306
HGNC:37789	GAPDHP35	glyceraldehyde 3 phosphate dehydrogenase pseudogene 35	ENSG00000250982
HGNC:37790	GAPDHP36	glyceraldehyde 3 phosphate dehydrogenase pseudogene 36	ENSG00000213158
HGNC:37791	GAPDHP37	glyceraldehyde 3 phosphate dehydrogenase pseudogene 37	ENSG00000231907
HGNC:37792	GAPDHP38	glyceraldehyde 3 phosphate dehydrogenase pseudogene 38	ENSG00000249210
HGNC:37796	GAPDHP39	glyceraldehyde 3 phosphate dehydrogenase pseudogene 39	ENSG00000239207
HGNC:37797	GAPDHP40	glyceraldehyde 3 phosphate dehydrogenase pseudogene 40	ENSG00000248626
HGNC:37798	GAPDHP41	glyceraldehyde 3 phosphate dehydrogenase pseudogene 41	ENSG00000277172
HGNC:37799	GAPDHP42	glyceraldehyde 3 phosphate dehydrogenase pseudogene 42	ENSG00000219881
HGNC:37800	GAPDHP43	glyceraldehyde 3 phosphate dehydrogenase pseudogene 43	ENSG00000250130
HGNC:37801	GAPDHP44	glyceraldehyde 3 phosphate dehydrogenase pseudogene 44	ENSG00000213352
HGNC:37802	GAPDHP45	glyceraldehyde 3 phosphate dehydrogenase pseudogene 45	ENSG00000228312
HGNC:37804	GAPDHP46	glyceraldehyde 3 phosphate dehydrogenase pseudogene 46	ENSG00000224678
HGNC:37803	GAPDHP47	glyceraldehyde 3 phosphate dehydrogenase pseudogene 47	ENSG00000243033
HGNC:37805	GAPDHP48	glyceraldehyde 3 phosphate dehydrogenase pseudogene 48	ENSG00000232718
HGNC:38555	GAPDHP49	glyceraldehyde 3 phosphate dehydrogenase pseudogene 49	ENSG00000234285
HGNC:38556	GAPDHP50	glyceraldehyde 3 phosphate dehydrogenase pseudogene 50	ENSG00000241861
HGNC:38557	GAPDHP51	glyceraldehyde 3 phosphate dehydrogenase pseudogene 51	ENSG00000236973
HGNC:38558	GAPDHP52	glyceraldehyde 3 phosphate dehydrogenase pseudogene 52	ENSG00000235076
HGNC:38559	GAPDHP53	glyceraldehyde 3 phosphate dehydrogenase pseudogene 53	ENSG00000234069
HGNC:38560	GAPDHP54	glyceraldehyde 3 phosphate dehydrogenase pseudogene 54	ENSG00000226769
HGNC:38561	GAPDHP55	glyceraldehyde 3 phosphate dehydrogenase pseudogene 55	ENSG00000224055
HGNC:38562	GAPDHP56	glyceraldehyde 3 phosphate dehydrogenase pseudogene 56	ENSG00000249018
HGNC:38563	GAPDHP57	glyceraldehyde 3 phosphate dehydrogenase pseudogene 57	ENSG00000236167
HGNC:4142	GAPDHP58	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58	ENSG00000229570
HGNC:4152	GAPDHP59	glyceraldehyde-3-phosphate dehydrogenase pseudogene 59	ENSG00000231739
HGNC:4153	GAPDHP60	glyceraldehyde-3-phosphate dehydrogenase pseudogene 60	ENSG00000248180
HGNC:4155	GAPDHP61	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61	ENSG00000248415
HGNC:4156	GAPDHP62	glyceraldehyde 3 phosphate dehydrogenase pseudogene 62	ENSG00000251013
HGNC:4157	GAPDHP63	glyceraldehyde 3 phosphate dehydrogenase pseudogene 63	ENSG00000218582
HGNC:4158	GAPDHP64	glyceraldehyde-3-phosphate dehydrogenase pseudogene 64	ENSG00000231072
HGNC:4143	GAPDHP65	glyceraldehyde 3 phosphate dehydrogenase pseudogene 65	ENSG00000235587
HGNC:4144	GAPDHP66	glyceraldehyde-3-phosphate dehydrogenase pseudogene 66	ENSG00000250933
HGNC:4145	GAPDHP67	glyceraldehyde 3 phosphate dehydrogenase pseudogene 67	ENSG00000219930
HGNC:4146	GAPDHP68	glyceraldehyde 3 phosphate dehydrogenase pseudogene 68	ENSG00000233876
HGNC:4147	GAPDHP69	glyceraldehyde 3 phosphate dehydrogenase pseudogene 69	ENSG00000223460
HGNC:4148	GAPDHP70	glyceraldehyde 3 phosphate dehydrogenase pseudogene 70	ENSG00000249489
HGNC:4149	GAPDHP71	glyceraldehyde-3-phosphate dehydrogenase pseudogene 71	ENSG00000213376
HGNC:22955	GAPDHP72	glyceraldehyde-3-phosphate dehydrogenase pseudogene 72	ENSG00000216624
HGNC:22956	GAPDHP73	glyceraldehyde-3-phosphate dehydrogenase pseudogene 73	ENSG00000226540
HGNC:50647	GAPDHP74	glyceraldehyde-3-phosphate dehydrogenase pseudogene 74	ENSG00000232780
HGNC:50648	GAPDHP75	glyceraldehyde-3-phosphate dehydrogenase pseudogene 75	ENSG00000226196
HGNC:50649	GAPDHP76	glyceraldehyde-3-phosphate dehydrogenase pseudogene 76	ENSG00000249840
HGNC:55049	GAPDHP77	GAPDH pseudogene 77	ENSG00000215000
HGNC:24864	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	ENSG00000105679
HGNC:4154	GAPDL5	symbol withdrawn, see [HGNC:12024](/data/gene-symbol-report/#!/hgnc_id/HGNC:12024)	
HGNC:51308	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	ENSG00000266835
HGNC:26588	GAPT	GRB2 binding adaptor protein, transmembrane	ENSG00000175857
HGNC:23375	GAPVD1	GTPase activating protein and VPS9 domains 1	ENSG00000165219
HGNC:14264	GAR1	GAR1 ribonucleoprotein	ENSG00000109534
HGNC:55191	GAR1-DT	GAR1 divergent transcript	ENSG00000272795
HGNC:26136	GAREM1	GRB2 associated regulator of MAPK1 subtype 1	ENSG00000141441
HGNC:27172	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	ENSG00000157833
HGNC:25425	GARNL3	GTPase activating Rap/RanGAP domain like 3	ENSG00000136895
HGNC:29016	GARRE1	granule associated Rac and RHOG effector 1	ENSG00000166398
HGNC:4162	GARS1	glycyl-tRNA synthetase 1	ENSG00000106105
HGNC:48951	GARS1-DT	GARS1 divergent transcript	ENSG00000196295
HGNC:50480	GARS1P1	glycyl-tRNA synthetase 1 pseudogene 1	ENSG00000262135
HGNC:4163	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	ENSG00000159131
HGNC:4165	GAS1	growth arrest specific 1	ENSG00000180447
HGNC:52261	GAS1RR	GAS1 adjacent regulatory RNA	ENSG00000226237
HGNC:4167	GAS2	growth arrest specific 2	ENSG00000148935
HGNC:16955	GAS2L1	growth arrest specific 2 like 1	ENSG00000185340
HGNC:50293	GAS2L1P1	growth arrest specific 2 like 1 pseudogene 1	ENSG00000229511
HGNC:27986	GAS2L1P2	growth arrest specific 2 like 1 pseudogene 2	ENSG00000228376
HGNC:24846	GAS2L2	growth arrest specific 2 like 2	ENSG00000270765
HGNC:27475	GAS2L3	growth arrest specific 2 like 3	ENSG00000139354
HGNC:16355	GAS5	growth arrest specific 5	ENSG00000234741
HGNC:44119	GAS5-AS1	GAS5 antisense RNA 1	ENSG00000270084
HGNC:4168	GAS6	growth arrest specific 6	ENSG00000183087
HGNC:39826	GAS6-AS1	GAS6 antisense RNA 1	ENSG00000233695
HGNC:43694	GAS6-DT	GAS6 divergent transcript	ENSG00000272695
HGNC:4169	GAS7	growth arrest specific 7	ENSG00000007237
HGNC:4166	GAS8	growth arrest specific 8	ENSG00000141013
HGNC:1197	GAS8-AS1	GAS8 antisense RNA 1	ENSG00000221819
HGNC:53461	GASAL1	growth arrest associated lncRNA 1	ENSG00000253669
HGNC:24485	GASK1A	golgi associated kinase 1A	ENSG00000144649
HGNC:25312	GASK1B	golgi associated kinase 1B	ENSG00000164125
HGNC:53132	GASK1B-AS1	GASK1B antisense RNA 1	ENSG00000248429
HGNC:4164	GAST	gastrin	ENSG00000184502
HGNC:4170	GATA1	GATA binding protein 1	ENSG00000102145
HGNC:4171	GATA2	GATA binding protein 2	ENSG00000179348
HGNC:51108	GATA2-AS1	GATA2 antisense RNA 1	ENSG00000244300
HGNC:4172	GATA3	GATA binding protein 3	ENSG00000107485
HGNC:33786	GATA3-AS1	GATA3 antisense RNA 1	ENSG00000197308
HGNC:4173	GATA4	GATA binding protein 4	ENSG00000136574
HGNC:15802	GATA5	GATA binding protein 5	ENSG00000130700
HGNC:4174	GATA6	GATA binding protein 6	ENSG00000141448
HGNC:48840	GATA6-AS1	GATA6 antisense RNA 1 (head to head)	ENSG00000266010
HGNC:29941	GATAD1	GATA zinc finger domain containing 1	ENSG00000157259
HGNC:29989	GATAD2A	GATA zinc finger domain containing 2A	ENSG00000167491
HGNC:30778	GATAD2B	GATA zinc finger domain containing 2B	ENSG00000143614
HGNC:8849	GATB	glutamyl-tRNA amidotransferase subunit B	ENSG00000059691
HGNC:25068	GATC	glutamyl-tRNA amidotransferase subunit C	ENSG00000257218
HGNC:26616	GATD1	glutamine amidotransferase class 1 domain containing 1	ENSG00000177225
HGNC:1273	GATD3	glutamine amidotransferase class 1 domain containing 3	ENSG00000160221
HGNC:53816	GATD3B	glutamine amidotransferase class 1 domain containing 3B	
HGNC:4175	GATM	glycine amidinotransferase	ENSG00000171766
HGNC:27073	GATM-AS1	GATM antisense RNA 1	
HGNC:37072	GATSL1	symbol withdrawn, see [HGNC:37073](/data/gene-symbol-report/#!/hgnc_id/HGNC:37073)	
HGNC:53880	GAU1	GALNT8 antisense upstream 1	ENSG00000255474
HGNC:4176	GAX	symbol withdrawn, see [HGNC:7014](/data/gene-symbol-report/#!/hgnc_id/HGNC:7014)	
HGNC:4177	GBA	glucosylceramidase beta	ENSG00000177628
HGNC:18986	GBA2	glucosylceramidase beta 2	ENSG00000070610
HGNC:19069	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	ENSG00000249948
HGNC:4178	GBAP1	glucosylceramidase beta pseudogene 1	ENSG00000160766
HGNC:33452	GBD2	gallbladder disease 2	
HGNC:33453	GBD3	gallbladder disease 3	
HGNC:4180	GBE1	1,4-alpha-glucan branching enzyme 1	ENSG00000114480
HGNC:4181	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	ENSG00000107862
HGNC:20460	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	ENSG00000148288
HGNC:4182	GBP1	guanylate binding protein 1	ENSG00000117228
HGNC:39561	GBP1P1	guanylate binding protein 1 pseudogene 1	ENSG00000225492
HGNC:4183	GBP2	guanylate binding protein 2	ENSG00000162645
HGNC:4184	GBP3	guanylate binding protein 3	ENSG00000117226
HGNC:20480	GBP4	guanylate binding protein 4	ENSG00000162654
HGNC:19895	GBP5	guanylate binding protein 5	ENSG00000154451
HGNC:25395	GBP6	guanylate binding protein family member 6	ENSG00000183347
HGNC:29606	GBP7	guanylate binding protein 7	ENSG00000213512
HGNC:4185	GBX1	gastrulation brain homeobox 1	ENSG00000164900
HGNC:4186	GBX2	gastrulation brain homeobox 2	ENSG00000168505
HGNC:55714	GBX2-AS1	GBX2 and ASB18 antisense RNA 1	
HGNC:4187	GC	GC vitamin D binding protein	ENSG00000145321
HGNC:15990	GCA	grancalcin	ENSG00000115271
HGNC:52281	GCASPC	gall bladder cancer associated suppressor of pyruvate carboxylase lncRNA	
HGNC:4188	GCAT	glycine C-acetyltransferase	ENSG00000100116
HGNC:20013	GCATP1	glycine C-acetyltransferase pseudogene 1	ENSG00000270878
HGNC:53740	GCAWKR	gastric cancer associated WDR5 and KAT2A binding lncRNA	
HGNC:19095	GCC1	GRIP and coiled-coil domain containing 1	ENSG00000179562
HGNC:23218	GCC2	GRIP and coiled-coil domain containing 2	ENSG00000135968
HGNC:28126	GCC2-AS1	GCC2 antisense RNA 1	ENSG00000214184
HGNC:4189	GCDH	glutaryl-CoA dehydrogenase	ENSG00000105607
HGNC:4190	GCF1	growth control factor 1	
HGNC:1317	GCFC2	GC-rich sequence DNA-binding factor 2	ENSG00000005436
HGNC:4191	GCG	glucagon	ENSG00000115263
HGNC:4192	GCGR	glucagon receptor	ENSG00000215644
HGNC:4193	GCH1	GTP cyclohydrolase 1	ENSG00000131979
HGNC:4194	GCHFR	GTP cyclohydrolase I feedback regulator	ENSG00000137880
HGNC:4195	GCK	glucokinase	ENSG00000106633
HGNC:4196	GCKR	glucokinase regulator	ENSG00000084734
HGNC:4311	GCLC	glutamate-cysteine ligase catalytic subunit	ENSG00000001084
HGNC:4312	GCLM	glutamate-cysteine ligase modifier subunit	ENSG00000023909
HGNC:4197	GCM1	glial cells missing transcription factor 1	ENSG00000137270
HGNC:4198	GCM2	glial cells missing transcription factor 2	ENSG00000124827
HGNC:4199	GCN1	GCN1 activator of EIF2AK4	ENSG00000089154
HGNC:15805	GCNA	germ cell nuclear acidic peptidase	ENSG00000147174
HGNC:52401	GCNAP1	GCNA pseudogene 1	ENSG00000256912
HGNC:4202	GCNF	symbol withdrawn, see [HGNC:7985](/data/gene-symbol-report/#!/hgnc_id/HGNC:7985)	
HGNC:4203	GCNT1	glucosaminyl (N-acetyl) transferase 1	ENSG00000187210
HGNC:16532	GCNT1P1	glucosaminyl (N-acetyl) transferase 1 pseudogene 1	ENSG00000236474
HGNC:37972	GCNT1P2	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 2	ENSG00000249206
HGNC:37973	GCNT1P3	glucosaminyl (N-acetyl) transferase 1 pseudogene 3	ENSG00000231047
HGNC:37974	GCNT1P4	glucosaminyl (N-acetyl) transferase 1 pseudogene 4	ENSG00000219653
HGNC:37975	GCNT1P5	glucosaminyl (N-acetyl) transferase 1 pseudogene 5	ENSG00000237620
HGNC:4204	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	ENSG00000111846
HGNC:21623	GCNT2P1	GCNT2 pseudogene 1	ENSG00000205318
HGNC:4205	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	ENSG00000140297
HGNC:17973	GCNT4	glucosaminyl (N-acetyl) transferase 4	ENSG00000176928
HGNC:21585	GCNT5	symbol withdrawn, see [HGNC:4204](/data/gene-symbol-report/#!/hgnc_id/HGNC:4204)	
HGNC:16099	GCNT7	glucosaminyl (N-acetyl) transferase family member 7	ENSG00000124091
HGNC:26424	GCOM1	GCOM1, MYZAP-POLR2M combined locus	ENSG00000137878
HGNC:14425	GCP	symbol withdrawn, see [HGNC:4206](/data/gene-symbol-report/#!/hgnc_id/HGNC:4206)	
HGNC:4207	GCPS	symbol withdrawn, see [HGNC:4319](/data/gene-symbol-report/#!/hgnc_id/HGNC:4319)	
HGNC:20253	GCSAM	germinal center associated signaling and motility	ENSG00000174500
HGNC:29583	GCSAML	germinal center associated signaling and motility like	ENSG00000169224
HGNC:41244	GCSAML-AS1	GCSAML antisense RNA 1	
HGNC:4208	GCSH	glycine cleavage system protein H	ENSG00000140905
HGNC:43922	GCSHP1	glycine cleavage system protein H pseudogene 1	ENSG00000248651
HGNC:43927	GCSHP2	glycine cleavage system protein H pseudogene 2	ENSG00000259525
HGNC:43929	GCSHP3	glycine cleavage system protein H pseudogene 3	ENSG00000237580
HGNC:43930	GCSHP4	glycine cleavage system protein H pseudogene 4	ENSG00000256171
HGNC:44195	GCSHP5	glycine cleavage system protein H pseudogene 5	ENSG00000224837
HGNC:54400	GCSIR	GPR55 cis regulatory suppressor of immune response RNA	ENSG00000232520
HGNC:4209	GCSL	symbol withdrawn, see [HGNC:2898](/data/gene-symbol-report/#!/hgnc_id/HGNC:2898)	
HGNC:4210	GCTG	symbol withdrawn, see [HGNC:21705](/data/gene-symbol-report/#!/hgnc_id/HGNC:21705)	
HGNC:16670	GCUD1	gastric cancer upregulated 1	
HGNC:4211	GCY	growth control, Y chromosome influenced	
HGNC:4212	GDA	guanine deaminase	ENSG00000119125
HGNC:15968	GDAP1	ganglioside induced differentiation associated protein 1	ENSG00000104381
HGNC:4213	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	ENSG00000124194
HGNC:18010	GDAP2	ganglioside induced differentiation associated protein 2	ENSG00000196505
HGNC:29644	GDE1	glycerophosphodiester phosphodiesterase 1	ENSG00000006007
HGNC:4214	GDF1	growth differentiation factor 1	ENSG00000130283
HGNC:4217	GDF2	growth differentiation factor 2	ENSG00000263761
HGNC:4218	GDF3	growth differentiation factor 3	ENSG00000184344
HGNC:4219	GDF4	growth differentiation factor 4	
HGNC:4220	GDF5	growth differentiation factor 5	ENSG00000125965
HGNC:33435	GDF5-AS1	GDF5 antisense RNA 1	ENSG00000204183
HGNC:4221	GDF6	growth differentiation factor 6	ENSG00000156466
HGNC:4222	GDF7	growth differentiation factor 7	ENSG00000143869
HGNC:4224	GDF9	growth differentiation factor 9	ENSG00000164404
HGNC:4215	GDF10	growth differentiation factor 10	ENSG00000266524
HGNC:4216	GDF11	growth differentiation factor 11	ENSG00000135414
HGNC:30142	GDF15	growth differentiation factor 15	ENSG00000130513
HGNC:4225	GDH	symbol withdrawn, see [HGNC:4795](/data/gene-symbol-report/#!/hgnc_id/HGNC:4795)	
HGNC:4226	GDI1	GDP dissociation inhibitor 1	ENSG00000203879
HGNC:4227	GDI2	GDP dissociation inhibitor 2	ENSG00000057608
HGNC:4228	GDI2P1	GDP dissociation inhibitor 2 pseudogene 1	ENSG00000229165
HGNC:37976	GDI2P2	GDP dissociation inhibitor 2 pseudogene 2	ENSG00000233994
HGNC:4229	GDIA1	symbol withdrawn, see [HGNC:678](/data/gene-symbol-report/#!/hgnc_id/HGNC:678)	
HGNC:4230	GDIA2	symbol withdrawn, see [HGNC:679](/data/gene-symbol-report/#!/hgnc_id/HGNC:679)	
HGNC:4231	GDID4	symbol withdrawn, see [HGNC:679](/data/gene-symbol-report/#!/hgnc_id/HGNC:679)	
HGNC:4232	GDNF	glial cell derived neurotrophic factor	ENSG00000168621
HGNC:43592	GDNF-AS1	GDNF antisense RNA 1	ENSG00000248587
HGNC:4233	GDNFRA	symbol withdrawn, see [HGNC:4243](/data/gene-symbol-report/#!/hgnc_id/HGNC:4243)	
HGNC:20883	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	ENSG00000153982
HGNC:25974	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	ENSG00000130055
HGNC:28638	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	ENSG00000102886
HGNC:24849	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	ENSG00000178795
HGNC:28804	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	ENSG00000158555
HGNC:34360	GDPGP1	GDP-D-glucose phosphorylase 1	ENSG00000183208
HGNC:4234	GEM	GTP binding protein overexpressed in skeletal muscle	ENSG00000164949
HGNC:10884	GEMIN2	gem nuclear organelle associated protein 2	ENSG00000092208
HGNC:49561	GEMIN2P1	gem nuclear organelle associated protein 2 pseudogene 1	ENSG00000235015
HGNC:49562	GEMIN2P2	gem nuclear organelle associated protein 2 pseudogene 2	ENSG00000235339
HGNC:15717	GEMIN4	gem nuclear organelle associated protein 4	ENSG00000179409
HGNC:20043	GEMIN5	gem nuclear organelle associated protein 5	ENSG00000082516
HGNC:20044	GEMIN6	gem nuclear organelle associated protein 6	ENSG00000152147
HGNC:20045	GEMIN7	gem nuclear organelle associated protein 7	ENSG00000142252
HGNC:53773	GEMIN7-AS1	GEMIN7 antisense RNA 1	ENSG00000267348
HGNC:54938	GEMIN7P1	GEMIN7 pseudogene 1	ENSG00000225238
HGNC:26044	GEMIN8	gem nuclear organelle associated protein 8	ENSG00000046647
HGNC:31818	GEMIN8P1	gem nuclear organelle associated protein 8 pseudogene 1	ENSG00000259496
HGNC:37977	GEMIN8P2	gem nuclear organelle associated protein 8 pseudogene 2	ENSG00000260451
HGNC:37978	GEMIN8P3	gem nuclear organelle associated protein 8 pseudogene 3	ENSG00000223772
HGNC:37979	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4	ENSG00000228175
HGNC:26881	GEN1	GEN1 Holliday junction 5' flap endonuclease	ENSG00000178295
HGNC:12790	GET1	guided entry of tail-anchored proteins factor 1	ENSG00000182093
HGNC:54635	GET1-SH3BGR	GET1-SH3BGR readthrough	ENSG00000285815
HGNC:44010	GET1P1	GET1 pseudogene 1	ENSG00000248633
HGNC:752	GET3	guided entry of tail-anchored proteins factor 3, ATPase	ENSG00000198356
HGNC:21690	GET4	guided entry of tail-anchored proteins factor 4	ENSG00000239857
HGNC:4235	GFAP	glial fibrillary acidic protein	ENSG00000131095
HGNC:4236	GFER	growth factor, augmenter of liver regeneration	ENSG00000127554
HGNC:4237	GFI1	growth factor independent 1 transcriptional repressor	ENSG00000162676
HGNC:4238	GFI1B	growth factor independent 1B transcriptional repressor	ENSG00000165702
HGNC:4239	GFI2	symbol withdrawn, see [HGNC:675](/data/gene-symbol-report/#!/hgnc_id/HGNC:675)	
HGNC:13780	GFM1	G elongation factor mitochondrial 1	ENSG00000168827
HGNC:29682	GFM2	GTP dependent ribosome recycling factor mitochondrial 2	ENSG00000164347
HGNC:21096	GFOD1	glucose-fructose oxidoreductase domain containing 1	ENSG00000145990
HGNC:40956	GFOD1-AS1	GFOD1 antisense RNA 1	ENSG00000237786
HGNC:28159	GFOD2	glucose-fructose oxidoreductase domain containing 2	ENSG00000141098
HGNC:4240	GFPT	symbol withdrawn, see [HGNC:4241](/data/gene-symbol-report/#!/hgnc_id/HGNC:4241)	
HGNC:4241	GFPT1	glutamine--fructose-6-phosphate transaminase 1	ENSG00000198380
HGNC:4242	GFPT2	glutamine-fructose-6-phosphate transaminase 2	ENSG00000131459
HGNC:4243	GFRA1	GDNF family receptor alpha 1	ENSG00000151892
HGNC:4244	GFRA2	GDNF family receptor alpha 2	ENSG00000168546
HGNC:4245	GFRA3	GDNF family receptor alpha 3	ENSG00000146013
HGNC:13821	GFRA4	GDNF family receptor alpha 4	ENSG00000125861
HGNC:32789	GFRAL	GDNF family receptor alpha like	ENSG00000187871
HGNC:4246	GFRP1	symbol withdrawn, see [HGNC:7980](/data/gene-symbol-report/#!/hgnc_id/HGNC:7980)	
HGNC:12390	GFUS	GDP-L-fucose synthase	ENSG00000104522
HGNC:44663	GFY	golgi associated olfactory signaling regulator	ENSG00000261949
HGNC:17842	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	ENSG00000100083
HGNC:16064	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	ENSG00000103365
HGNC:17079	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	ENSG00000125447
HGNC:25100	GGACT	gamma-glutamylamine cyclotransferase	ENSG00000134864
HGNC:21705	GGCT	gamma-glutamylcyclotransferase	ENSG00000006625
HGNC:54609	GGCTP1	GGCT pseudogene 1	ENSG00000251000
HGNC:54610	GGCTP2	GGCT pseudogene 2	ENSG00000232943
HGNC:54611	GGCTP3	GGCT pseudogene 3	ENSG00000225842
HGNC:4247	GGCX	gamma-glutamyl carboxylase	ENSG00000115486
HGNC:4248	GGH	gamma-glutamyl hydrolase	ENSG00000137563
HGNC:18869	GGN	gametogenetin	ENSG00000179168
HGNC:19427	GGNBP1	gametogenetin binding protein 1 (pseudogene)	ENSG00000204188
HGNC:19357	GGNBP2	gametogenetin binding protein 2	ENSG00000278311
HGNC:4249	GGPS1	geranylgeranyl diphosphate synthase 1	ENSG00000152904
HGNC:4250	GGT1	gamma-glutamyltransferase 1	ENSG00000100031
HGNC:4251	GGT2	gamma-glutamyltransferase 2	ENSG00000133475
HGNC:4252	GGT3P	gamma-glutamyltransferase 3 pseudogene	ENSG00000197421
HGNC:33207	GGT4P	gamma-glutamyltransferase 4 pseudogene	ENSG00000280208
HGNC:4260	GGT5	gamma-glutamyltransferase 5	ENSG00000099998
HGNC:26891	GGT6	gamma-glutamyltransferase 6	ENSG00000167741
HGNC:4259	GGT7	gamma-glutamyltransferase 7	ENSG00000131067
HGNC:33438	GGT8P	gamma-glutamyltransferase 8 pseudogene	ENSG00000236969
HGNC:4253	GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive)	ENSG00000204136
HGNC:4254	GGTA2P	glycoprotein alpha-galactosyltransferase 2, pseudogene	ENSG00000237766
HGNC:4255	GGTB1	symbol withdrawn, see [HGNC:4644](/data/gene-symbol-report/#!/hgnc_id/HGNC:4644)	
HGNC:4256	GGTB2	symbol withdrawn, see [HGNC:924](/data/gene-symbol-report/#!/hgnc_id/HGNC:924)	
HGNC:4257	GGTL1	gamma-glutamyltransferase-like 1	
HGNC:4258	GGTL2	gamma-glutamyltransferase-like 2	
HGNC:16238	GGTL5	symbol withdrawn, see [HGNC:4259](/data/gene-symbol-report/#!/hgnc_id/HGNC:4259)	
HGNC:16436	GGTLA3	symbol withdrawn, see [HGNC:16437](/data/gene-symbol-report/#!/hgnc_id/HGNC:16437)	
HGNC:16437	GGTLC1	gamma-glutamyltransferase light chain 1	ENSG00000149435
HGNC:18596	GGTLC2	gamma-glutamyltransferase light chain 2	ENSG00000100121
